Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
INTERPRO	IPR001870:B30.2/SPRY	6	2.608695652173913	0.002862755486358674	BTN3A1, TRIM5, BTN3A3, TRIM26, TRIM21, TRIM22	230	43	9994	6.063094034378159	0.9002368348562191	0.13416530749747343	0.1316622234023713
GOTERM_BP_DIRECT	GO:0044790~suppression of viral release by host	4	1.7391304347826086	0.0030063581920918817	TRIM5, TRIM26, TRIM21, PML	226	13	9653	13.14227365554799	0.9916902038926532	0.13905880756267125	0.13661151239500638
UP_SEQ_FEATURE	DOMAIN:HSR	3	1.3043478260869565	0.0030414121789659335	SP100, SP110, SP140	226	4	9821	32.591814159292035	0.9914946767105492	0.6799728657259552	0.6799728657259552
UP_SEQ_FEATURE	CROSSLNK:(Microbial infection) Glycyl lysine isopeptide (Lys-Gly) (interchain with G-Cter in ubiquitin)	3	1.3043478260869565	0.0030414121789659335	APOBEC3F, APOBEC3G, GBP1	226	4	9821	32.591814159292035	0.9914946767105492	0.6799728657259552	0.6799728657259552
INTERPRO	IPR002934:Polymerase_NTP_transf_dom	3	1.3043478260869565	0.0030425861195568	OAS1, OAS2, OAS3	230	4	9994	32.58913043478261	0.9137036738702968	0.13416530749747343	0.1316622234023713
INTERPRO	IPR004865:HSR_dom	3	1.3043478260869565	0.0030425861195568	SP100, SP110, SP140	230	4	9994	32.58913043478261	0.9137036738702968	0.13416530749747343	0.1316622234023713
INTERPRO	IPR043563:Sp110/Sp140/Sp140L-like	3	1.3043478260869565	0.0030425861195568	SP100, SP110, SP140	230	4	9994	32.58913043478261	0.9137036738702968	0.13416530749747343	0.1316622234023713
GOTERM_CC_DIRECT	GO:1990111~spermatoproteasome complex	3	1.3043478260869565	0.0030958281391987993	PSMB8, PSMB10, PSMB9	229	4	9863	32.30240174672489	0.5854571600705061	0.14653586525540985	0.14395600847274417
GOTERM_BP_DIRECT	GO:0016553~base conversion or substitution editing	3	1.3043478260869565	0.003146522358426251	APOBEC3F, APOBEC3G, ADAR	226	4	9653	32.03429203539823	0.9933557905442836	0.13905880756267125	0.13661151239500638
GOTERM_BP_DIRECT	GO:0039530~MDA-5 signaling pathway	3	1.3043478260869565	0.003146522358426251	IFIH1, OAS3, IRF7	226	4	9653	32.03429203539823	0.9933557905442836	0.13905880756267125	0.13661151239500638
INTERPRO	IPR043136:B30.2/SPRY_sf	6	2.608695652173913	0.003170573187129347	BTN3A1, TRIM5, BTN3A3, TRIM26, TRIM21, TRIM22	230	44	9994	5.925296442687746	0.9221670583893289	0.13416530749747343	0.1316622234023713
INTERPRO	IPR036388:WH-like_DNA-bd_sf	11	4.782608695652174	0.00340959791658234	ETV7, ELF4, IRF1, IRF2, PLEK, IRF7, CUL1, ADAR, PARP12, IRF9, ETV6	230	158	9994	3.0251513483764443	0.9358159646004015	0.13706583624661006	0.13450863780917333
GOTERM_MF_DIRECT	GO:0005102~signaling receptor binding	15	6.521739130434782	0.0035131316241915427	FCN1, SMARCD3, BTN3A1, SRC, RIPK2, PLAUR, ILK, BTN3A3, P2RX7, CXCL10, TYROBP, TNFSF10, GAS6, APOL2, MICB	227	267	9808	2.427362272929763	0.8332621458751921	0.2980306661189159	0.2968596222441854
KEGG_PATHWAY	hsa04142:Lysosome	9	3.91304347826087	0.0038743344156396183	SCARB2, SORT1, NPC2, CTSL, LAMP3, DMXL2, GNS, CTSS, ARSB	139	101	5443	3.4893510933827194	0.5920902989387744	0.0639265178580537	0.06088239796005114
GOTERM_BP_DIRECT	GO:0001819~positive regulation of cytokine production	6	2.608695652173913	0.004143764538352506	IFI16, BTN3A1, IL15, SRC, EIF2AK2, TNF	226	46	9653	5.571181223547518	0.9986483464597343	0.17818187514915776	0.17504605333635045
SMART	SM00336:BBOX	5	2.1739130434782608	0.004267102707263224	TRIM5, TRIM26, TRIM21, TRIM22, PML	125	32	5889	7.36125	0.43376096049893953	0.1891748866886696	0.1891748866886696
GOTERM_CC_DIRECT	GO:0000932~P-body	7	3.0434782608695654	0.004402287728965359	ISG20, APOBEC3F, APOBEC3G, TRIM5, SAMD4A, EIF4E2, TRIM21	229	67	9863	4.499837059245258	0.7143562282833416	0.17860710214659456	0.1754626109116193
GOTERM_BP_DIRECT	GO:0032741~positive regulation of interleukin-18 production	3	1.3043478260869565	0.0051637248195013676	GSDMD, CASP1, TNF	226	5	9653	25.627433628318585	0.9997352622239299	0.21619700494280727	0.21239215507580622
GOTERM_BP_DIRECT	GO:0019882~antigen processing and presentation	4	1.7391304347826086	0.005590707833957528	CTSL, PSMB8, CTSS, RELB	226	16	9653	10.678097345132743	0.9998662814560836	0.22807220932888275	0.22405836780706712
INTERPRO	IPR013083:Znf_RING/FYVE/PHD	14	6.086956521739131	0.0056563538379899815	SP100, SP110, SP140, PHF11, TRAFD1, PML, RNF114, TRIM5, ANKFY1, TRIM26, RBCK1, XAF1, TRIM21, TRIM22	230	254	9994	2.395001711742554	0.9895444141984219	0.21655754694018786	0.21251729419876644
GOTERM_CC_DIRECT	GO:0043202~lysosomal lumen	7	3.0434782608695654	0.006266760174255701	SCARB2, TCN2, NPC2, CTSL, GNS, CTSS, ARSB	229	72	9863	4.187348374575449	0.8322633287216061	0.2004562850802436	0.19692712513164776
GOTERM_CC_DIRECT	GO:1904813~ficolin-1-rich granule lumen	8	3.4782608695652173	0.006352487907472508	GSDMD, PSMA5, FCN1, TNFAIP6, FGL2, GNS, CTSS, ARSB	229	95	9863	3.6269363364743734	0.8363231516977945	0.2004562850802436	0.19692712513164776
INTERPRO	IPR043519:NT_sf	4	1.7391304347826086	0.006366856186077251	OAS1, OAS2, OAS3, OASL	230	17	9994	10.224040920716114	0.9941148184617762	0.2326796533457323	0.22833861503704325
GOTERM_MF_DIRECT	GO:0003727~single-stranded RNA binding	5	2.1739130434782608	0.00664975255696756	IFIH1, DHX58, IFIT5, TLR7, DDX60	227	33	9808	6.546522493659058	0.9664939071407306	0.4835320073566411	0.4816320780546504
INTERPRO	IPR000315:Znf_B-box	5	2.1739130434782608	0.007262357291879335	TRIM5, TRIM26, TRIM21, TRIM22, PML	230	34	9994	6.39002557544757	0.9971494425124166	0.2471916308000307	0.24257984664331372
INTERPRO	IPR000243:Pept_T1A_subB	3	1.3043478260869565	0.007378854650747185	PSMB8, PSMB10, PSMB9	230	6	9994	21.726086956521737	0.9974061066387557	0.2471916308000307	0.24257984664331372
GOTERM_BP_DIRECT	GO:0032735~positive regulation of interleukin-12 production	5	2.1739130434782608	0.007702160992277232	CD40, UNC93B1, RIPK2, IRF1, NOD2	226	34	9653	6.2812337324310255	0.9999954554122482	0.3054698400180094	0.30009387803152027
GOTERM_BP_DIRECT	GO:0045824~negative regulation of innate immune response	4	1.7391304347826086	0.007871944337359136	IFI16, DHX58, TRAFD1, TRIM21	226	18	9653	9.491642084562438	0.999996538535627	0.3054698400180094	0.30009387803152027
KEGG_PATHWAY	hsa04625:C-type lectin receptor signaling pathway	8	3.4782608695652173	0.007958255504203838	STAT1, SRC, STAT2, IRF1, CASP1, TNF, IRF9, RELB	139	91	5443	3.442485571981975	0.8420870144627773	0.11929650723232299	0.11361572117364094
GOTERM_MF_DIRECT	GO:0042803~protein homodimerization activity	22	9.565217391304348	0.00816235231859795	SCARB2, SP100, GCH1, CALCOCO2, STAT1, KARS1, RIPK2, PLEK, TIMM10, PML, WARS1, TYMP, BST2, CEACAM1, TYROBP, TRIM5, KYNU, GBP2, GBP1, TRIM21, TRIM22, ATF3	227	517	9808	1.838597806729778	0.9845737700003772	0.5193296662707946	0.517289078191145
KEGG_PATHWAY	hsa03250:Viral life cycle - HIV-1	6	2.608695652173913	0.00826296153990116	BST2, APOBEC3F, APOBEC3G, TRIM5, MX2, MX1	139	50	5443	4.698992805755396	0.8529045770579639	0.11929650723232299	0.11361572117364094
SMART	SM00258:SAND	3	1.3043478260869565	0.008618391930413659	SP100, SP110, SP140	125	7	5889	20.190857142857144	0.6837474230230582	0.2786487038872918	0.2786487038872918
GOTERM_BP_DIRECT	GO:0098586~cellular response to virus	6	2.608695652173913	0.008884728583150883	IFIH1, CXCL10, OAS1, IFI6, TLR7, ADAR	226	55	9653	4.6595333869670155	0.9999993183660941	0.33656198037602514	0.33063882798725786
UP_KW_MOLECULAR_FUNCTION	KW-0548~Nucleotidyltransferase	6	2.608695652173913	0.009286501062816763	PARP3, OAS1, OAS2, OAS3, TENT5A, PARP12	150	58	6656	4.590344827586207	0.40138936616408405	0.35082142871632993	0.35082142871632993
INTERPRO	IPR050143:TRIM/RBCC	4	1.7391304347826086	0.010148460261023506	TRIM5, TRIM26, TRIM21, TRIM22	230	20	9994	8.690434782608696	0.9997256337854232	0.31464541529102913	0.3087751650057487
UP_SEQ_FEATURE	DOMAIN:SAND	3	1.3043478260869565	0.010171317785628582	SP100, SP110, SP140	226	7	9821	18.623893805309734	0.9999998874220072	1.0	1.0
INTERPRO	IPR000770:SAND_dom	3	1.3043478260869565	0.010175100494486016	SP100, SP110, SP140	230	7	9994	18.622360248447205	0.9997315069232253	0.31464541529102913	0.3087751650057487
SMART	SM00589:PRY	4	1.7391304347826086	0.010475515183732773	BTN3A1, BTN3A3, TRIM26, TRIM21	125	22	5889	8.565818181818182	0.7535490665431808	0.2786487038872918	0.2786487038872918
GOTERM_BP_DIRECT	GO:0051707~response to other organism	3	1.3043478260869565	0.010514485571350035	IFIT5, IFIT3, IFIT2	226	7	9653	18.305309734513273	0.9999999502926958	0.384293122003196	0.3775299495229386
GOTERM_BP_DIRECT	GO:0045088~regulation of innate immune response	4	1.7391304347826086	0.01062784246897588	CD300A, IRF1, DHX58, CD300C	226	20	9653	8.542477876106195	0.9999999585754303	0.384293122003196	0.3775299495229386
GOTERM_CC_DIRECT	GO:0016605~PML body	7	3.0434782608695654	0.010974887491855228	ISG20, SP100, CIITA, ELF4, CALCOCO2, SP140, PML	229	81	9863	3.722087444067065	0.9564609858258786	0.31168680476868843	0.30619936102276085
GOTERM_MF_DIRECT	GO:0005515~protein binding	199	86.52173913043478	0.01118240320895778	IFITM3, PANK2, IFITM1, IFIT5, UBE2L6, IFI35, IFIT1, IFIT3, IFIT2, HERC5, MT2A, RNF114, DPYSL2, DHX58, TNFSF10, PDK3, ANKFY1, TRIM26, TRIM21, TNS3, TRIM22, GSTK1, RSAD2, SLC6A12, SHTN1, SCO2, PSME1, SERPING1, RBCK1, ATF5, ATF3, SP140, TAPBPL, GNS, KCNMB1, EPB41L3, SLAMF8, GSDMD, APOBEC3F, GADD45B, APOBEC3G, IFI44, EIF2AK2, BST2, FAM111A, TCN2, CTRL, OGFR, CD40, SECTM1, TMEM51, ASGR1, IFIH1, TRIM5, CTSL, PEA15, FFAR2, PSENEN, DUSP5, PARP3, DUSP3, BTN3A1, IL15, RIPK2, GSTO1, ANXA5, MYOF, AKR1A1, BTN3A3, PLAAT4, MRPL44, PSMA5, CEACAM1, PLSCR1, SLC7A7, CDC42EP2, TLR7, PLEKHO1, GAS6, MICU1, VAMP5, VAMP3, C1QB, SP100, KARS1, IFI6, TIMM10, STX11, RELB, TYMP, APOL6, PSMB2, PSMB3, PLAGL2, APOL2, GCH1, STAT1, SORT1, STAT2, SQOR, SAMD4A, LHFPL2, LILRB4, PSMB8, PSMB9, FIG4, DHRS9, MSRB2, NUCB1, FCN1, SCARB2, TMEM140, TNF, CNDP2, CD300A, LMO2, CYBB, TRAFD1, TBC1D2B, ATP1B3, TICAM1, DHDDS, TYROBP, CD300C, LY6E, PSEN2, CUL1, DDX60, SOCS1, ADAP2, PHF11, TDRD7, TOR1B, DRAP1, CXCL10, MAFB, SELL, NFKBIE, XAF1, NFKBIB, RTP4, LGALS3BP, RERE, CIITA, TNFAIP6, CALCOCO2, PLEK, TNFAIP2, ILK, ADAR, SLC2A6, AFF1, OASL, CASP5, KYNU, CASP1, EMILIN2, BCAS2, RHBDF2, PLAUR, TFIP11, TENT5A, ETV6, TAPBP, ETV7, AIM2, OAS1, OAS2, NPC2, ELF4, IRF1, OAS3, IRF2, ALDH1A1, IRF7, EIF4E2, BLVRA, IRF9, SMARCD3, SRC, UNC93B1, FGL2, NOD2, AGPAT3, PSMB10, DRAM1, IFI16, GBP2, GBP1, KCNJ2, MX2, MX1, PML, REC8, WARS1, ATOX1, P2RX7, NAGK, SNTB1	227	8023	9808	1.0716942095440367	0.9967330770526268	0.6324270259288345	0.629942047437955
GOTERM_BP_DIRECT	GO:0007166~cell surface receptor signaling pathway	12	5.217391304347826	0.011457620210265184	P2RX7, CXCL10, MARCO, IFITM1, STAT1, RIPK2, STAT2, TNFSF10, GAS6, LILRB4, IRF9, LY6E	226	214	9653	2.395087254983045	0.9999999890978876	0.4050905278784868	0.39796134196987737
UP_SEQ_FEATURE	DOMAIN:CARD	4	1.7391304347826086	0.011635890506993278	CASP5, RIPK2, CASP1, NOD2	226	21	9821	8.277286135693215	0.9999999889069106	1.0	1.0
INTERPRO	IPR001315:CARD	4	1.7391304347826086	0.011642792687099763	CASP5, RIPK2, CASP1, NOD2	230	21	9994	8.276604554865424	0.9999185665937721	0.34669649334919295	0.34022827518969306
UP_KW_MOLECULAR_FUNCTION	KW-0888~Threonine protease	3	1.3043478260869565	0.012757142862411997	PSMB8, PSMB10, PSMB9	150	8	6656	16.64	0.506462663945904	0.35082142871632993	0.35082142871632993
GOTERM_CC_DIRECT	GO:0009897~external side of plasma membrane	14	6.086956521739131	0.012779558592062843	FCN1, CD40, BTN3A1, ANXA5, PLAUR, BTN3A3, TNF, ASGR1, P2RX7, CXCL10, SELL, TCN2, IL12RB1, MICB	229	279	9863	2.161212064297006	0.9740811600871285	0.3299449672859861	0.32413607701686664
GOTERM_BP_DIRECT	GO:0071222~cellular response to lipopolysaccharide	9	3.91304347826087	0.013017383113249287	CXCL10, CD40, SRC, CASP1, NOD2, TICAM1, GBP2, TNF, NFKBIB	226	134	9653	2.86874257033417	0.9999999991160646	0.43285755663322517	0.4252396989426342
INTERPRO	IPR006574:PRY	4	1.7391304347826086	0.013256995357161737	BTN3A1, BTN3A3, TRIM26, TRIM21	230	22	9994	7.900395256916996	0.9999781193006659	0.3806651523985013	0.37356319060002174
GOTERM_MF_DIRECT	GO:0004298~threonine-type endopeptidase activity	3	1.3043478260869565	0.01350617656542297	PSMB8, PSMB10, PSMB9	227	8	9808	16.202643171806166	0.9990136420593497	0.6602351275584105	0.6576408834422675
GOTERM_BP_DIRECT	GO:0046596~regulation of viral entry into host cell	3	1.3043478260869565	0.013805399581611337	TRIM5, TRIM21, TRIM22	226	8	9653	16.017146017699115	0.9999999997519559	0.43285755663322517	0.4252396989426342
GOTERM_BP_DIRECT	GO:0098792~xenophagy	3	1.3043478260869565	0.013805399581611337	CALCOCO2, RIPK2, NOD2	226	8	9653	16.017146017699115	0.9999999997519559	0.43285755663322517	0.4252396989426342
GOTERM_BP_DIRECT	GO:1900246~positive regulation of RIG-I signaling pathway	3	1.3043478260869565	0.013805399581611337	DHX58, DDX60, OASL	226	8	9653	16.017146017699115	0.9999999997519559	0.43285755663322517	0.4252396989426342
GOTERM_BP_DIRECT	GO:0042058~regulation of epidermal growth factor receptor signaling pathway	3	1.3043478260869565	0.013805399581611337	CEACAM1, RHBDF2, IFI6	226	8	9653	16.017146017699115	0.9999999997519559	0.43285755663322517	0.4252396989426342
GOTERM_BP_DIRECT	GO:0008015~blood circulation	4	1.7391304347826086	0.01387538365071935	CXCL10, STAT1, MYOF, SERPING1	226	22	9653	7.765888978278359	0.9999999997784387	0.43285755663322517	0.4252396989426342
GOTERM_MF_DIRECT	GO:0001786~phosphatidylserine binding	5	2.1739130434782608	0.014268342638786867	GSDMD, SCARB2, CD300A, ANXA5, GAS6	227	41	9808	5.269152250993876	0.9993344502229844	0.6602351275584105	0.6576408834422675
GOTERM_BP_DIRECT	GO:0034097~response to cytokine	5	2.1739130434782608	0.014824524668883564	SP100, SELL, STAT1, PML, RELB	226	41	9653	5.2088279732354845	0.9999999999521232	0.4535734374652644	0.4455910011050963
UP_SEQ_FEATURE	ZN_FING:B box-type	4	1.7391304347826086	0.014983668831070595	TRIM5, TRIM26, TRIM21, TRIM22	226	23	9821	7.557522123893805	0.9999999999451762	1.0	1.0
GOTERM_BP_DIRECT	GO:0050860~negative regulation of T cell receptor signaling pathway	4	1.7391304347826086	0.01568730371124011	CEACAM1, DUSP3, GBP1, LILRB4	226	23	9653	7.428241631396691	0.9999999999881221	0.4621944482330188	0.45406029075311655
GOTERM_BP_DIRECT	GO:0002224~toll-like receptor signaling pathway	4	1.7391304347826086	0.01568730371124011	UNC93B1, TLR7, TICAM1, CTSS	226	23	9653	7.428241631396691	0.9999999999881221	0.4621944482330188	0.45406029075311655
BIOCARTA	h_ifnaPathway:IFN alpha signaling pathway	3	1.3043478260869565	0.015860967015524686	STAT1, STAT2, IRF9	34	8	1302	14.36029411764706	0.7845135890877989	1.0	1.0
UP_KW_CELLULAR_COMPONENT	KW-0963~Cytoplasm	95	41.30434782608695	0.01663613974510449	IFITM3, OGFR, PANK2, CALCOCO2, ILK, ADAR, IFI35, IFIT1, IFI44L, IFIT3, OASL, CNDP2, IFIT2, IFIH1, HEBP1, HERC5, RNF114, PSTPIP2, TRIM5, DPYSL2, KYNU, DHX58, PEA15, CASP1, ANKFY1, TRIM26, TRIM21, TRIM22, PARP3, DUSP3, IL15, RIPK2, GSTO1, AKR1A1, TFIP11, TENT5A, TICAM1, PSMA5, SHTN1, PLSCR1, AIM2, OAS1, OAS2, IRF1, OAS3, ALDH1A1, CDC42EP2, IRF7, PLEKHO1, ATF5, EIF4E2, BLVRA, IRF9, SP100, KARS1, SRC, SP140, NOD2, DDX60, PSMB10, RELB, APOL6, ADAP2, PSMB2, IFI16, PSMB3, EPB41L3, GBP2, GBP1, APOL2, GSDMD, APOBEC3F, APOBEC3G, GCH1, STAT1, STAT2, MX2, MX1, SAMD4A, IFI44, EIF2AK2, TDRD7, WARS1, PSMB8, PML, PSMB9, BST2, ISG20, FAM111A, SPATS2L, NUCB1, NFKBIE, XAF1, SNTB1, NFKBIB	213	3430	9254	1.2033151288684487	0.3954568523994745	0.1663613974510449	0.1663613974510449
INTERPRO	IPR027370:Znf-RING_euk	4	1.7391304347826086	0.016849952371062564	RNF114, TRIM5, RBCK1, TRIM22	230	24	9994	7.242028985507246	0.9999988350081385	0.4535630999248485	0.4451011017919222
UP_SEQ_FEATURE	DOMAIN:Ig-like C1-type	3	1.3043478260869565	0.016917860150499977	TAPBPL, MICB, TAPBP	226	9	9821	14.485250737463126	0.9999999999974705	1.0	1.0
INTERPRO	IPR010919:SAND-like_dom_sf	3	1.3043478260869565	0.016923996265852555	SP100, SP110, SP140	230	9	9994	14.484057971014492	0.9999989034594843	0.4535630999248485	0.4451011017919222
GOTERM_MF_DIRECT	GO:0001968~fibronectin binding	4	1.7391304347826086	0.017099429675229372	TNFAIP6, CTSL, LILRB4, CTSS	227	24	9808	7.201174743024964	0.9998460499563143	0.7253008087243125	0.722450903778441
GOTERM_BP_DIRECT	GO:0002281~macrophage activation involved in immune response	3	1.3043478260869565	0.01747948585022478	IFI35, TICAM1, TNF	226	9	9653	14.237463126843657	0.9999999999993461	0.4835004934824524	0.47499137103272976
GOTERM_BP_DIRECT	GO:0071260~cellular response to mechanical stimulus	6	2.608695652173913	0.017511197888194434	CD40, CASP5, IRF1, CASP1, TLR7, KCNJ2	226	65	9653	3.942682096664398	0.9999999999993788	0.4835004934824524	0.47499137103272976
GOTERM_BP_DIRECT	GO:0070269~pyroptotic inflammatory response	4	1.7391304347826086	0.017626039360139685	GSDMD, AIM2, CASP1, TRIM21	226	24	9653	7.1187315634218296	0.9999999999994842	0.4835004934824524	0.47499137103272976
GOTERM_BP_DIRECT	GO:0002218~activation of innate immune response	4	1.7391304347826086	0.017626039360139685	AIM2, IFI16, TRIM5, GBP2	226	24	9653	7.1187315634218296	0.9999999999994842	0.4835004934824524	0.47499137103272976
KEGG_PATHWAY	hsa05133:Pertussis	6	2.608695652173913	0.01860756058165059	C1QB, IRF1, CASP1, SERPING1, TICAM1, TNF	139	61	5443	3.8516334473404887	0.9869483469411997	0.2528439114330168	0.24080372517430176
UP_KW_BIOLOGICAL_PROCESS	KW-1064~Adaptive immunity	8	3.4782608695652173	0.01903665953847475	BTN3A1, UNC93B1, RIPK2, LAMP3, BTN3A3, NOD2, LILRB4, MICB	169	103	6343	2.9151490779571434	0.7679342205314434	0.28935722498481614	0.2817425611694263
GOTERM_CC_DIRECT	GO:0005764~lysosome	11	4.782608695652174	0.020055777562958843	SCARB2, DRAM1, SORT1, NPC2, UNC93B1, SRC, CTSL, TLR7, GNS, CTSS, ARSB	229	204	9863	2.3223948968233583	0.9968290797967235	0.4746534023233593	0.4662968283387931
GOTERM_BP_DIRECT	GO:0007259~cell surface receptor signaling pathway via JAK-STAT	5	2.1739130434782608	0.02029980780739649	CD40, SOCS1, STAT1, STAT2, TNF	226	45	9653	4.74582104228122	0.9999999999999932	0.5474066817214883	0.5377728746264527
UP_SEQ_FEATURE	CROSSLNK:Glycyl lysine isopeptide (Lys-Gly) (interchain with G-Cter in ISG15)	3	1.3043478260869565	0.020831320035738506	IFIH1, EIF2AK2, EIF4E2	226	10	9821	13.036725663716814	0.9999999999999951	1.0	1.0
GOTERM_MF_DIRECT	GO:0004812~aminoacyl-tRNA ligase activity	3	1.3043478260869565	0.021058203159434557	KARS1, CARS2, WARS1	227	10	9808	12.962114537444936	0.9999802645242104	0.7656161005822992	0.7626077858452371
GOTERM_MF_DIRECT	GO:0050700~CARD domain binding	3	1.3043478260869565	0.021058203159434557	RIPK2, CASP1, NOD2	227	10	9808	12.962114537444936	0.9999802645242104	0.7656161005822992	0.7626077858452371
GOTERM_BP_DIRECT	GO:0006139~nucleobase-containing compound metabolic process	4	1.7391304347826086	0.021886370895752676	OAS2, DPYSL2, OAS3, SRBD1	226	26	9653	6.571136827773995	0.9999999999999994	0.5803536015857085	0.5701399618343572
UP_SEQ_FEATURE	SITE:Cleavage; by autolysis	5	2.1739130434782608	0.02217548335931227	FAM111A, CTSL, PSMB8, PSMB10, PSMB9	226	47	9821	4.622952363020146	0.9999999999999994	1.0	1.0
GOTERM_BP_DIRECT	GO:0002250~adaptive immune response	8	3.4782608695652173	0.02290463119292727	BTN3A1, CTSL, RIPK2, LAMP3, NOD2, LILRB4, CTSS, MICB	226	121	9653	2.823959628464858	0.9999999999999999	0.5973978398024146	0.5868842385991037
UP_KW_MOLECULAR_FUNCTION	KW-0694~RNA-binding	18	7.82608695652174	0.023240277912923702	SRBD1, IFIT5, EIF2AK2, TDRD7, ADAR, IFIT1, DDX60, IFIT2, MRPL44, OASL, IFIH1, ISG20, OAS1, OAS2, OAS3, DHX58, EIF4E2, TRIM21	150	451	6656	1.7709977827050996	0.7256368094822012	0.4260717617369345	0.4260717617369345
GOTERM_BP_DIRECT	GO:0032757~positive regulation of interleukin-8 production	5	2.1739130434782608	0.023446633367341357	FCN1, FFAR2, TLR7, NOD2, TNF	226	47	9653	4.5438712106947845	1.0	0.6016708659264531	0.5910820637605572
GOTERM_BP_DIRECT	GO:0032481~positive regulation of type I interferon production	4	1.7391304347826086	0.024208509370253605	IRF1, DHX58, IRF7, TICAM1	226	27	9653	6.327761389708292	1.0	0.6113609271122775	0.600601589614387
GOTERM_MF_DIRECT	GO:0030674~protein-macromolecule adaptor activity	8	3.4782608695652173	0.025371885234682118	TYROBP, ADAP2, TRIM5, CUL1, ILK, ATP1B3, GAS6, TRIM22	227	125	9808	2.765251101321586	0.9999979154227104	0.8609526389635465	0.8575697209322555
UP_SEQ_FEATURE	INTRAMEM:Helical	4	1.7391304347826086	0.025499129966004164	IFITM3, PSENEN, IFITM1, PSEN2	226	28	9821	6.207964601769911	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0071639~positive regulation of monocyte chemotactic protein-1 production	3	1.3043478260869565	0.025899917967834654	OAS1, OAS3, NOD2	226	11	9653	11.648833467417539	1.0	0.6339502997973067	0.6227934120573164
GOTERM_BP_DIRECT	GO:0002221~pattern recognition receptor signaling pathway	3	1.3043478260869565	0.025899917967834654	AIM2, CASP1, NOD2	226	11	9653	11.648833467417539	1.0	0.6339502997973067	0.6227934120573164
KEGG_PATHWAY	hsa04380:Osteoclast differentiation	8	3.4782608695652173	0.026166729706085332	TYROBP, SOCS1, STAT1, STAT2, TNF, LILRB4, IRF9, RELB	139	115	5443	2.7240538004379107	0.9978125184189642	0.3358063645614284	0.3198155852965985
UP_SEQ_FEATURE	REPEAT:TPR 8	4	1.7391304347826086	0.027972602362432306	IFIT5, IFIT1, IFIT3, IFIT2	226	29	9821	5.993896856881293	1.0	1.0	1.0
UP_SEQ_FEATURE	DOMAIN:B box-type	4	1.7391304347826086	0.027972602362432306	TRIM5, TRIM26, TRIM22, PML	226	29	9821	5.993896856881293	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:2000117~negative regulation of cysteine-type endopeptidase activity	4	1.7391304347826086	0.0292362602318371	IFI16, SRC, PLAUR, GAS6	226	29	9653	5.891364052487031	1.0	0.7047710610432246	0.6923677991266878
GOTERM_CC_DIRECT	GO:0045335~phagocytic vesicle	5	2.1739130434782608	0.02980189501358963	CDC42EP2, CYBB, NOD2, CTSS, VAMP3	229	51	9863	4.222536176042469	0.99981449319194	0.6510567833738042	0.6395945160608851
GOTERM_BP_DIRECT	GO:0051091~positive regulation of DNA-binding transcription factor activity	6	2.608695652173913	0.030409566811761733	SP100, TRIM5, TRIM26, TRIM21, TNF, TRIM22	226	75	9653	3.416991150442478	1.0	0.7221137432464614	0.7094052675639341
GOTERM_BP_DIRECT	GO:0043409~negative regulation of MAPK cascade	4	1.7391304347826086	0.03194101490769628	P2RX7, DUSP5, DUSP3, LILRB4	226	30	9653	5.694985250737463	1.0	0.7473258046785999	0.7341736220695484
UP_KW_MOLECULAR_FUNCTION	KW-0378~Hydrolase	34	14.782608695652174	0.032071350038744166	TNFAIP6, PSEN2, ADAR, DDX60, GNS, PSMB10, CTSS, CNDP2, IFIH1, CASP5, CTSL, KYNU, DHX58, CASP1, GBP2, GBP1, TNS3, ARSB, ACOT9, DUSP5, DUSP3, APOBEC3F, APOBEC3G, GCH1, TOR1B, PLAAT4, PSMB8, PSMB9, MRPL44, ISG20, FIG4, FAM111A, PLSCR1, CTRL	150	1074	6656	1.4047423960273122	0.8335116051670851	0.44098106303273227	0.44098106303273227
INTERPRO	IPR008983:Tumour_necrosis_fac-like_dom	4	1.7391304347826086	0.03330570333677357	C1QB, TNFSF10, EMILIN2, TNF	230	31	9994	5.606732117812062	0.9999999999985124	0.8094439211143122	0.794342355421881
GOTERM_BP_DIRECT	GO:2001238~positive regulation of extrinsic apoptotic signaling pathway	4	1.7391304347826086	0.03477211139222737	TNFSF10, RBCK1, TNF, PML	226	31	9653	5.511276049100771	1.0	0.7764967521243847	0.7628311901762497
BIOCARTA	h_pcafPathway:The information-processing pathway at the IFN-beta enhancer	3	1.3043478260869565	0.03509048652002777	IRF1, IRF2, IRF7	34	12	1302	9.573529411764707	0.967587503743248	1.0	1.0
GOTERM_BP_DIRECT	GO:0006878~intracellular copper ion homeostasis	3	1.3043478260869565	0.03562807222192337	MT2A, SCO2, ATOX1	226	13	9653	9.856705241660993	1.0	0.7764967521243847	0.7628311901762497
GOTERM_BP_DIRECT	GO:0002753~cytoplasmic pattern recognition receptor signaling pathway	3	1.3043478260869565	0.03562807222192337	IFIH1, DHX58, IRF7	226	13	9653	9.856705241660993	1.0	0.7764967521243847	0.7628311901762497
